MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000034465,001,003,0.0,0.0,0.0,001,001,200,230,10600,305-8대,200,003,002,001,109,,,,79478.0,2010-0408-003,06-034465,001,,,,"POLYGON ((206241.506049087 552535.782977069, 206241.24788112898 552532.9392590721, 206232.15799067498 552533.643662995, 206232.30225299802 552536.613684976, 206241.506049087 552535.782977069))",1m
06-0000034467,001,003,,,0.0,,001,200,230,10700,7학,200,001,002,002,109,4394558,,,79552.0,2010-0408-003,06-034467,004,,,,"POLYGON ((204473.684993965 554051.695919691, 204476.89475198902 554050.9494643371, 204477.267979667 554047.96364292, 204472.78924754 554049.157971486, 204473.684993965 554051.695919691))",
06-0000034751,001,003,0.0,0.0,0.0,001,001,200,230,10400,66-1종,200,001,002,001,109,4394842,,,97804.0,2010-0508-014,06-034751,005,,,,"POLYGON ((204626.41429828 553992.1507295581, 204626.456298281 553988.958729559, 204619.678298281 553989.220729558, 204619.787298281 553992.240729559, 204626.41429828 553992.1507295581))",1m
06-0000034951,001,002,,,4.0,006,001,200,230,10400,,200,001,002,002,109,5313601,,,78644.0,2011-0108-035,06-034951,004,,,,"POLYGON ((205501.438573217 553288.755321833, 205508.188573217 553289.755321832, 205508.813573216 553283.755321834, 205502.251073215 553282.8178218331, 205501.438573217 553288.755321833))",1.5m
06-0000034959,001,003,0.0,0.0,0.0,,001,200,230,10300,949대,200,001,002,002,109,4373121,20161216,20161216,77619.0,2016-0107-084,06-034959,005,,,,"POLYGON ((203263.546875 553382.5625, 203272.75 553382, 203272.453125 553378.375, 203263.25 553379, 203263.25 553379, 203263.546875 553382.5625))",
06-0000034960,001,003,,,0.0,,001,200,230,11000,7 철,200,001,002,001,109,5328501,,,77685.0,2011-0108-035,06-034960,004,,,,"POLYGON ((205971.708258038 555753.80446258, 205971.58325803903 555756.61696258, 205976.45825804 555756.7419625809, 205976.45825804 555753.929462581, 205971.708258038 555753.80446258))",
06-0000034961,001,003,0.0,0.0,0.0,001,001,200,230,10400,591-53철,200,003,002,002,109,,,,77686.0,2011-0108-035,06-034961,001,,,,"POLYGON ((204088.480229376 553433.826299172, 204093.280230214 553440.426284851, 204096.880224653 553437.926283899, 204092.08022381502 553431.32629822, 204092.08022381502 553431.32629822, 204088.480229376 553433.826299172))",1m
06-0000014658,001,002,15.0,8.0,4.0,006,001,200,230,10800,334-12도,200,001,002,001,109,5305682,20151231,20151231,108078.0,2015-0104-008,06-014658,005,3357,,,"POLYGON ((205021.609375 554661.4375, 205032.890625 554655.8125, 205030.125 554650.1875, 205018.609375 554655.625, 205021.609375 554661.4375))",1.5m
06-0000034787,001,003,0.0,0.0,0.0,001,001,200,230,11000,7 철,200,001,002,002,109,5328602,,,82244.0,2011-0108-007,06-034787,005,,,,"POLYGON ((206022.5625 555771.9375, 206026.15625 555772.125, 206027.484375 555764.5, 206023.8125 555764.3125, 206022.5625 555771.9375))",1m
06-0000034621,001,003,0.0,0.0,0.0,,001,200,230,10600,10대,200,001,002,001,109,5310501,,,77594.0,2011-1108-013,06-034621,001,3455,,,"POLYGON ((205427.90625 551793.749999869, 205425.5 551795.937499869, 205428.140625 551798.312499869, 205430.421874999 551796.187499869, 205427.90625 551793.749999869))",
06-0000034622,001,002,0.0,0.0,4.0,006,001,200,230,10500,4-92대,200,001,002,001,109,5310406,,,107707.0,2012-0108-042,06-034622,005,3455,,,"POLYGON ((205390.18190394 551797.151002947, 205394.996170709 551795.2127916509, 205384.30254437 551779.936736178, 205379.738369369 551782.1875622, 205390.18190394 551797.151002947))",1.5m
06-0000034624,001,003,,,0.0,,001,200,230,10600,2-11 대,200,001,002,002,109,5310638,,,77597.0,2011-1108-013,06-034624,004,,,,"POLYGON ((205519.941478306 551921.104874301, 205521.732971157 551922.59778501, 205524.569501503 551919.014799309, 205522.77800865303 551917.521888601, 205519.941478306 551921.104874301))",
06-0000034626,001,002,0.0,0.0,0.0,001,001,200,230,10600,217-1 도,200,001,002,001,109,,,,79145.0,2000-0000-000,06-034626,,,,,"POLYGON ((205544.821946578 551866.859657441, 205551.05859327302 551870.3209953661, 205551.651070748 551869.853236962, 205552.399459439 551868.948937054, 205553.30378410302 551868.356459579, 205553.98981325902 551867.91989332, 205541.14233790102 551860.997217469, 205542.826218645 551862.556379143, 205544.135917422 551864.583274466, 205544.759587042 551866.142436139, 205544.759587042 551866.142436139, 205544.821946578 551866.859657441))",1m
06-0000030897,001,003,0.0,0.0,0.0,001,001,200,230,10300,136-207 도,200,001,002,001,109,,,,108038.0,2012-0108-160,06-030897,005,,,,"POLYGON ((203281.077063187 554295.7960392571, 203281.077063187 554295.7960392571, 203279.39840588902 554291.3596002039, 203267.228146669 554307.366790392, 203268.786887496 554312.043062385, 203281.077063187 554295.7960392571))",1m
06-0000041737,001,002,,,4.0,006,001,200,230,10400,363-1 대,200,001,002,002,109,5304209,20160712,20160712,111197.0,2015-0104-011,06-041737,004,,,,"POLYGON ((204804.046875 553790.0625, 204804.140625 553782.25, 204799.25 553782.375, 204799.28125 553790.25, 204804.046875 553790.0625, 204804.046875 553790.0625))",1.5m
06-0000032332,001,002,0.0,0.0,0.0,001,001,200,230,10400,127-353대,200,001,002,002,109,,,,74833.0,2010-1108-180,06-032332,001,,,,"POLYGON ((204504.227711578 553500.0952005939, 204511.383981941 553495.814524224, 204510.92649714 553494.474772063, 204511.024529598 553493.8212223471, 204511.383981941 553492.873600015, 204511.58004685602 553492.3180827571, 204501.940337085 553498.134576203, 204502.985991874 553498.2326086609, 204503.443476675 553498.62473849, 204503.80292901903 553499.539708092, 204503.67221907602 553500.389297966, 204504.162356607 553500.225910537, 204504.162356607 553500.225910537, 204504.227711578 553500.0952005939))",1m
06-0000032333,001,002,0.0,0.0,4.0,001,001,200,230,10400,588-1철,200,001,002,002,109,,,,70749.0,2010-1108-180,06-032333,001,,,,"POLYGON ((204400.93365916 553559.539780447, 204392.246621878 553545.4493476021, 204387.124054647 553548.503652784, 204395.76853693 553562.595199634, 204400.93365916 553559.539780447))",1m
06-0000032335,001,002,0.0,0.0,0.0,001,001,200,230,10400,588-1철,200,001,002,002,109,,,,67850.0,2000-0000-000,06-032335,,,,,"POLYGON ((204162.88238372 553481.573131297, 204162.88238372 553481.573131297, 204161.956967225 553478.207969153, 204159.18071774 553478.965121352, 204159.95891225903 553482.20410384, 204162.88238372 553481.573131297))",1m
06-0000032336,001,002,0.0,0.0,0.0,001,001,200,230,10400,588-1철,200,001,002,002,109,,,,67851.0,2000-0000-000,06-032336,,,,,"POLYGON ((204163.89194474102 553485.4430615731, 204163.89194474102 553485.4430615731, 204163.092707901 553482.5406076771, 204160.190254005 553483.234682426, 204160.94743096 553486.0740341161, 204163.89194474102 553485.4430615731))",1m
06-0000032337,001,002,0.0,0.0,0.0,001,001,200,230,10400,588-1철,200,001,002,002,109,,,,67852.0,2000-0000-000,06-032337,,,,,"POLYGON ((204164.943540891 553489.649520441, 204164.943540891 553489.649520441, 204164.207431013 553486.347460503, 204161.24187491098 553487.062552817, 204162.125231521 553490.385655075, 204164.943540891 553489.649520441))",1m
06-0000032338,001,002,0.0,0.0,0.0,001,001,200,230,10400,591-53철,200,001,002,002,109,,,,74830.0,2010-1108-180,06-032338,001,,,,"POLYGON ((204166.878518407 553497.052877157, 204166.878518407 553497.052877157, 204165.67967552503 553492.110283654, 204162.77722162902 553492.846418289, 204164.039166716 553497.725909586, 204166.878518407 553497.052877157))",1m
06-0000032339,001,003,0.0,0.0,0.0,001,001,200,230,10400,591-53철,200,001,002,002,109,,,,70812.0,2000-0000-000,06-032339,,,,,"POLYGON ((204135.99965590698 553487.205764374, 204138.557288061 553500.59566124, 204141.35561960502 553499.271727953, 204138.888271383 553486.934962088, 204138.888271383 553486.934962088, 204135.99965590698 553487.205764374))",1m
06-0000032340,001,003,0.0,0.0,0.0,001,001,200,230,10400,591-60대,200,001,002,002,109,,,,97733.0,2000-0000-000,06-032340,,,,,"POLYGON ((204141.534949686 553506.757347763, 204141.534949686 553506.757347763, 204142.70883885102 553506.454783952, 204141.825383219 553501.722910721, 204140.094813278 553502.533757971, 204139.344493645 553502.763688643, 204139.00563802 553502.8362970259, 204139.80435499 553506.96306739, 204141.534949686 553506.757347763))",1m
06-0000002941,001,003,15.0,8.0,0.0,001,001,200,230,10600,471-1도,200,001,002,002,109,,,,104159.0,2012-0108-108,06-002941,005,,,,"POLYGON ((206222.747729754 551713.9361783811, 206229.947743388 551710.3361591869, 206227.94773272402 551707.3361679469, 206222.647741599 551709.836168899, 206222.747729754 551713.9361783811))",1m
06-0000002942,001,003,0.0,0.0,4.0,001,001,200,230,10600,471-1도,200,001,002,002,109,,,,104156.0,2012-0108-108,06-002942,005,,,,"POLYGON ((206222.835241051 551724.352126974, 206222.835241051 551724.352126974, 206219.23524661202 551716.152108008, 206215.035248974 551718.152118672, 206218.83524448 551726.152111815, 206222.835241051 551724.352126974))",1m
06-0000003048,001,001,,,2.0,001,001,200,230,10500,325-92대,200,001,002,002,109,5301182,,,13747.0,2005-0108-032,06-003048,005,,,,"POLYGON ((204770.334954074 552679.697013076, 204773.522454073 552677.6970130751, 204769.62499999898 552670.937499871, 204766.27245407502 552672.9470130751, 204770.334954074 552679.697013076))",1m
06-0000002949,001,001,15.0,8.0,2.0,001,001,200,230,10600,477-14도,200,001,002,002,109,,,,11687.0,2004-0508-032,06-002949,001,,,,"POLYGON ((206380.28229912499 551726.367189085, 206383.63612317102 551724.774310188, 206380.11490127802 551717.479977447, 206376.509510102 551719.408097642, 206380.28229912499 551726.367189085))",1m
06-0000003057,001,001,15.0,8.0,2.0,001,001,200,230,10600,382-7대,200,001,002,002,109,5320622,,,79280.0,2010-1006-001,06-003057,005,,,,"POLYGON ((205999.765625 551908.4375, 206006.484375 551909.75, 205998.015625 551892.9375, 205997.125 551895.25, 205995.6875 551896.75, 205994.359375 551897.4375, 205999.765625 551908.4375))",1m
06-0000002978,001,003,15.0,8.0,2.0,001,001,200,230,10600,477-14도,200,001,002,002,109,,,,100804.0,2012-0108-067,06-002978,004,,,,"POLYGON ((206264.409741715 551772.562335749, 206262.984433954 551773.149193687, 206267.092414763 551782.204323042, 206271.620301264 551780.1923801451, 206267.34432847198 551770.96940734, 206264.409741715 551772.562335749))",1m
06-0000003001,001,002,15.0,8.0,2.0,001,001,200,230,10600,477-11도,200,001,002,002,109,,,,11689.0,2004-0508-032,06-003001,001,,,,"POLYGON ((206256.025045443 551795.2839818391, 206256.947416991 551795.7865714721, 206267.092414763 551790.001864308, 206263.99030638 551784.635701274, 206250.025954167 551792.04351401, 206256.025045443 551795.2839818391))",1m
06-0000003024,001,002,15.0,8.0,2.0,001,001,200,230,10600,477-14도,200,001,002,002,109,,,,11690.0,2004-0508-032,06-003024,001,,,,"POLYGON ((206244.706009971 551792.265201045, 206250.026077946 551792.2127685329, 206251.89322492303 551790.515742527, 206246.550951112 551780.9463883741, 206240.430309491 551783.9643769859, 206244.706009971 551792.265201045))",1m
06-0000002936,001,002,15.0,8.0,4.0,006,001,200,230,10600,471-1도,200,001,002,002,109,,,,104160.0,2012-0108-108,06-002936,005,,,,"POLYGON ((206234.947745292 551718.13617602, 206241.347729904 551715.236172935, 206237.64774731 551707.13616688, 206231.337650539 551710.106352292, 206234.947745292 551718.13617602))",1.5m
06-0000002939,001,003,15.0,8.0,4.0,001,001,200,230,10600,477-14도,200,001,002,002,109,,,,104158.0,2012-0108-108,06-002939,005,,,,"POLYGON ((206225.447731772 551726.736172362, 206232.747733562 551723.636168211, 206232.547732495 551720.3361629939, 206223.347732953 551724.536160632, 206225.447731772 551726.736172362))",1m
06-0000003038,001,002,15.0,8.0,2.0,001,001,200,230,10600,477-11도,200,001,002,002,109,,,,11691.0,2004-0508-032,06-003038,001,,,,"POLYGON ((206331.901102929 551895.897564463, 206338.189513733 551891.621591671, 206333.99743790898 551886.1713336221, 206327.79289932 551890.531525208, 206331.901102929 551895.897564463))",1m
06-0000003039,001,002,15.0,8.0,2.0,001,001,200,230,10600,477-11도,200,001,002,002,109,,,,11692.0,2003-1108-221,06-003039,001,,,,"POLYGON ((206394.193921759 552021.91526818, 206401.152815156 552019.735704634, 206398.721610214 552013.363421618, 206392.098032381 552015.710952392, 206394.193921759 552021.91526818))",1m
06-0000003040,001,002,15.0,8.0,4.0,006,001,200,230,10600,374-1 대,200,001,002,001,109,5320613,,,104155.0,2010-1006-001,06-003040,005,,,,"POLYGON ((206000.421875 551830, 206002.9375 551827.6875, 205998.640625 551819.875, 205995.46875 551821.3125, 205993.359375 551821.625, 205999.0625 551832, 206000.421875 551830))",1.5m
06-0000003041,001,001,15.0,8.0,2.0,001,001,200,230,10600,373-4대,200,001,002,002,109,5320623,,,79281.0,2010-1006-001,06-003041,005,,,,"POLYGON ((206019.515625 551882.375, 206028.34375 551902.0625, 206030.203125 551897.75, 206023.96875 551883.4375, 206019.515625 551882.375))",1m
06-0000003256,001,002,0.0,0.0,4.0,001,001,200,230,10500,474-9대,200,001,002,001,109,4391321,,,47666.0,2005-0108-049,06-003256,005,3399,,,"POLYGON ((204368.735888769 552392.65505886, 204377.824339259 552403.34037391, 204382.32395479 552399.16216126, 204373.284570039 552388.1943840091, 204368.735888769 552392.65505886))",1m
06-0000003258,001,002,15.0,8.0,2.0,001,001,200,230,10500,539도,200,001,002,002,109,,,,48506.0,2006-0108-082,06-003258,005,,,,"POLYGON ((204279.500928521 552494.997453903, 204284.92737161502 552489.737987811, 204275.660680295 552479.552960118, 204270.067284956 552484.645473965, 204279.500928521 552494.997453903))",1m
06-0000003523,001,003,0.0,0.0,0.0,,001,200,230,10300,892-65대,200,001,002,001,109,4362886,,,102565.0,2010-1006-001,06-003523,005,3090,,,"POLYGON ((203077.84295569098 553196.94151082, 203100.14293843 553197.441501109, 203102.842940451 553192.541512121, 203074.44296231 553191.8414960119, 203077.84295569098 553196.94151082))",
06-0000003601,001,002,15.0,8.0,2.0,006,001,200,230,10900,146-68구,200,001,002,002,109,,,,103876.0,2010-1006-001,06-003601,005,,,,"POLYGON ((205765.549772801 554803.72495119, 205773.037991957 554810.074087654, 205777.596154644 554805.0275946, 205770.10793548802 554798.6787552041, 205765.549772801 554803.72495119))",1.5m
06-0000003602,001,004,15.0,8.0,2.0,001,001,200,230,10900,146-113구,200,001,002,002,109,,,,103877.0,2012-0108-129,06-003602,005,,,,"POLYGON ((205825.653002037 554765.30202074, 205831.92022198602 554761.883336836, 205827.28095972099 554753.0928456039, 205820.68785611898 554756.2668197, 205825.653002037 554765.30202074))",1m
06-0000003642,001,002,0.0,0.0,4.0,001,001,200,230,10500,268-1대,200,001,002,001,109,5300423,,,108629.0,2005-0108-049,06-003642,005,,,,"POLYGON ((204896.5 551844.249999869, 204891.99999999898 551848.562499871, 204901.71874999898 551858.437499869, 204906.171874999 551854.1874998681, 204896.5 551844.249999869))",1m
06-0000003645,001,003,,,0.0,,001,200,230,10500,35-1대,200,001,002,002,109,5300637,,,100366.0,2006-0108-161,06-003645,004,3454,,,"POLYGON ((205013.982656161 551939.7056546509, 205016.527887102 551937.545543573, 205011.750572834 551927.990915036, 205008.764751417 551929.110598069, 205013.982656161 551939.7056546509))",
06-0000014670,001,002,,,4.0,001,001,200,230,10300,122-388 천,200,001,002,001,109,4374166,,,99639.0,2014-0104-008,06-014670,004,3486,,,"POLYGON ((203251.25099134 554099.9019423571, 203273.793943041 554100.723043247, 203271.032058229 554095.7964379081, 203255.580432396 554095.497855767, 203251.25099134 554099.9019423571))",1m
06-0000009704,001,002,0.0,0.0,4.0,001,001,200,230,10600,237-40대,200,001,002,001,109,5219432,,,58043.0,2012-1004-007,06-009704,005,3346,,,"POLYGON ((205388.09375 551408.062499869, 205395.98437500102 551406.749999868, 205393.703125 551392.562499869, 205385.703124999 551393.937499871, 205388.09375 551408.062499869))",1m
06-0000040280,001,002,,,4.0,006,001,200,230,11000,255-237대,200,001,002,001,109,5317558,20181221,20181221,109740.0,2018-0207-105,06-040280,004,5072,,,"POLYGON ((205453.32102616702 555518.375683685, 205465.637539515 555515.539153339, 205463.995337735 555508.074599795, 205451.380242245 555510.76183907, 205453.32102616702 555518.375683685))",1.5m
06-0000021935,001,003,0.0,0.0,0.0,,001,200,230,10900,9-5제,200,006,002,001,109,5325891,,,95716.0,2013-0104-002,06-021935,005,,,,"POLYGON ((206100.0625 554706.0625, 206101.796875 554705.53125, 206099.09375 554701.03125, 206095.625 554702.46875, 206098.140625 554706.5625, 206100.0625 554706.0625))",
06-0000011264,001,003,15.0,8.0,0.0,001,001,200,230,10500,465-139도,200,001,002,001,109,,,,96754.0,2005-0108-021,06-011264,005,,,,"POLYGON ((204146.94579670602 552383.261321568, 204152.167386621 552380.146389747, 204150.793001276 552377.029700274, 204144.39148181202 552380.8220462771, 204146.94579670602 552383.261321568))",1m
06-0000012290,001,002,15.0,8.0,2.0,001,001,200,230,10600,425-5대,200,001,002,002,109,5229137,,,79271.0,2010-1006-001,06-012290,005,,,,"POLYGON ((205763.09375 551420.125, 205763.703125 551417.9375, 205765.515625 551416.25, 205760.859375 551407.625, 205757.75 551408.0625, 205756 551407.625, 205763.09375 551420.125))",1m
06-0000012658,001,004,0.0,0.0,0.0,,001,200,230,10600,440-8대,200,006,002,001,109,5238192,20151231,20151231,63853.0,2015-0104-006,06-012658,005,,,,"POLYGON ((206273.625 551248.75, 206274.78125 551249.25, 206276.375 551249.9375, 206277.875 551250.5, 206280.328125 551245.125, 206276.09375 551242.9375, 206276.09375 551242.9375, 206273.625 551248.75))",
06-0000012649,001,003,15.0,8.0,0.0,001,001,200,230,10600,445-5대,200,001,002,001,109,5229602,,,109016.0,2005-0108-021,06-012649,005,,,,"POLYGON ((206033.484375 551296.875, 206033.203125 551294.9375, 206033.328125 551293.25, 206020.546875 551295.4375, 206021.71875 551297.125, 206022.015625 551298.875, 206033.484375 551296.875))",1m
06-0000012659,001,002,15.0,8.0,4.0,001,001,200,230,10600,480-19도,200,001,002,002,109,,,,84077.0,2005-0108-049,06-012659,005,,,,"POLYGON ((206267.026638945 551316.576564984, 206270.253243598 551316.4415227991, 206275.05324443502 551317.34151522, 206268.05325662403 551302.641523486, 206261.853248322 551305.9415287031, 206267.026638945 551316.576564984))",1m
06-0000011259,001,002,,,4.0,006,001,200,230,10500,672 도,200,001,002,001,109,4381453,20171231,20171231,55651.0,2017-0107-048,06-011259,004,645,,,"POLYGON ((203914.984375 552521.374999869, 203929.726605362 552512.0834808679, 203925.77039198403 552505.290737145, 203910.61734829203 552514.6960746091, 203914.984375 552521.374999869))",1.5m
06-0000025213,001,003,0.0,0.0,,,001,200,230,10500,645-2대,200,001,002,001,109,4381561,20171231,20171231,103681.0,2017-0107-048,06-025213,005,,,,"POLYGON ((203933.25 552554.4375, 203937.484375 552560.8125, 203938.671875 552560.125, 203939.8125 552559.375, 203935.3125 552553.0625, 203933.25 552554.4375))",
